"created","song","artist","url","text"
2015-07-04 05:24:06,"Keep It 100 (Neon Steve Remix)","Grandtheft &amp; Keys N Krates","https://t.co/JyQDvQOYDp","Keep It 100 (Neon Steve Remix) - Grandtheft &amp; Keys N Krates https://t.co/JyQDvQOYDp #beats1"
2015-07-04 05:22:36,"Lip Pop","Wuki",NA,"Lip Pop - Wuki #beats1"
2015-07-04 05:19:36,"Shutdown","Skepta","https://t.co/jBMxLRFwc5","Shutdown - Skepta https://t.co/jBMxLRFwc5 #beats1"
2015-07-04 05:16:36,"Night Is On My Mind","Oliver","https://t.co/Y8lCou5XFt","Night Is On My Mind - Oliver https://t.co/Y8lCou5XFt #beats1"
2015-07-04 05:13:36,"Lean On (CRNKN Remix)","Major Lazer",NA,"Lean On (CRNKN Remix) - Major Lazer #beats1"
2015-07-04 05:10:37,"Can't Feel My Face","The Weeknd","https://t.co/q5jNrBuaOM","Can't Feel My Face - The Weeknd https://t.co/q5jNrBuaOM #beats1"
2015-07-04 05:08:21,"Heart Break Fantasy","DIRTY RADIO","https://t.co/sq3hQMkgCK","Heart Break Fantasy - DIRTY RADIO https://t.co/sq3hQMkgCK #beats1"
2015-07-04 05:04:35,"Holding On (feat. Gregory Porter)","Disclosure","https://t.co/A59KFhjiMB","Holding On (feat. Gregory Porter) - Disclosure https://t.co/A59KFhjiMB #beats1"
2015-07-04 05:01:35,"Pusher (Branchez Remix)","Sleepy Tom feat. Anna Lunoe",NA,"Pusher (Branchez Remix) - Sleepy Tom feat. Anna Lunoe #beats1"
2015-07-04 04:58:35,"BBHMM (Claude Von Stroke Remix)","Rihanna",NA,"BBHMM (Claude Von Stroke Remix) - Rihanna #beats1"
2015-07-04 04:57:49,"Static","Justin Jay","https://t.co/Iof72hcJL7","Static - Justin Jay https://t.co/Iof72hcJL7 #beats1"
2015-07-04 04:54:49,"The Grandma","IMIURU","https://t.co/MqnhwKG6X9","The Grandma - IMIURU https://t.co/MqnhwKG6X9 #beats1"
2015-07-04 04:51:04,"Holding On (feat. Sam Dew)","Julio Bashmore","https://t.co/xckvanF7PP","Holding On (feat. Sam Dew) - Julio Bashmore https://t.co/xckvanF7PP #beats1"
2015-07-04 04:47:20,"Revolution (Unlike Pluto Remix) [feat. Faustix &amp; Imanos and Kai]","Diplo","https://t.co/kU3b9iff7q","Revolution (Unlike Pluto Remix) [feat. Faustix &amp; Imanos and Kai] - Diplo https://t.co/kU3b9iff7q #beats1"
2015-07-04 04:45:04,"Hit Da Blokk (Rustie Remix)","Big Dope P",NA,"Hit Da Blokk (Rustie Remix) - Big Dope P #beats1"
2015-07-04 04:42:04,"We Run the Block (The Writers Block Remix)","Bonkaz",NA,"We Run the Block (The Writers Block Remix) - Bonkaz #beats1"
2015-07-04 04:38:19,"Cha Cha","D.R.A.M.","https://t.co/y5x202RZhS","Cha Cha - D.R.A.M. https://t.co/y5x202RZhS #beats1"
2015-07-04 04:35:20,"Scud Books","Hudson Mohawke","https://t.co/qeuq74cIxf","Scud Books - Hudson Mohawke https://t.co/qeuq74cIxf #beats1"
2015-07-04 04:32:20,"The New International Sound, Pt. 2 (feat. M.I.A.)","GENER8ION","https://t.co/S4D7WMmV6L","The New International Sound, Pt. 2 (feat. M.I.A.) - GENER8ION https://t.co/S4D7WMmV6L #beats1"
2015-07-04 04:29:19,"Where Are Ü Now (with Justin Bieber) [Rustie Remix]","Skrillex &amp; Diplo","https://t.co/bzw9ruEL7N","Where Are Ü Now (with Justin Bieber) [Rustie Remix] - Skrillex &amp; Diplo https://t.co/bzw9ruEL7N #beats1"
2015-07-04 04:26:18,"Soundclash","Flosstradamus &amp; TroyBoi","https://t.co/WQFZZyCFl4","Soundclash - Flosstradamus &amp; TroyBoi https://t.co/WQFZZyCFl4 #beats1"
2015-07-04 04:22:34,"Backseat Freestyle","Kendrick Lamar","https://t.co/BvV9libr7U","Backseat Freestyle - Kendrick Lamar https://t.co/BvV9libr7U #beats1"
2015-07-04 04:20:19,"Hypnotik","Keys N Krates","https://t.co/Hjz2KgDog4","Hypnotik - Keys N Krates https://t.co/Hjz2KgDog4 #beats1"
2015-07-04 04:17:19,"Feel the Volume","Jauz","https://t.co/bJCsfENK1Q","Feel the Volume - Jauz https://t.co/bJCsfENK1Q #beats1"
2015-07-04 04:14:19,"Bustamove (MSCLS Remix)","Zeds Dead","https://t.co/8lBBBzEHI5","Bustamove (MSCLS Remix) - Zeds Dead https://t.co/8lBBBzEHI5 #beats1"
2015-07-04 04:12:49,"Deep Down Low","Valentino Khan","https://t.co/1xZ40ihLvp","Deep Down Low - Valentino Khan https://t.co/1xZ40ihLvp #beats1"
2015-07-04 04:08:19,"Stomper","Chris Lake x Anna Lunoe",NA,"Stomper  - Chris Lake x Anna Lunoe #beats1"
2015-07-04 04:06:04,"Piano Hand","Chris Lake &amp; Chris Lorenzo","https://t.co/6vAZWppend","Piano Hand - Chris Lake &amp; Chris Lorenzo https://t.co/6vAZWppend #beats1"
2015-07-04 04:03:04,"Bang That","Disclosure","https://t.co/gPGl4i5nCX","Bang That - Disclosure https://t.co/gPGl4i5nCX #beats1"
2015-07-04 04:01:34,"Compact","Madame &amp; Deapmash","https://t.co/nYQDZ6y5h4","Compact - Madame &amp; Deapmash https://t.co/nYQDZ6y5h4 #beats1"
2015-07-04 03:58:34,"Faded (ODESZA Remix)","ZHU",NA,"Faded (ODESZA Remix) - ZHU #beats1"
2015-07-04 03:54:04,"Drive Me Crazy (feat. Vic Mensa)","KAYTRANADA","https://t.co/xC5ygELzCG","Drive Me Crazy (feat. Vic Mensa) - KAYTRANADA https://t.co/xC5ygELzCG #beats1"
2015-07-04 03:51:03,"Nothing Will Be As It Was (Nada Sera Como Antes)","Milton Nascimento","https://t.co/kSq6vDCCiG","Nothing Will Be As It Was (Nada Sera Como Antes) - Milton Nascimento https://t.co/kSq6vDCCiG #beats1"
2015-07-04 03:48:03,"Four Play","Fred Wesley &amp; The Horny Horns","https://t.co/kAzKVIFUgO","Four Play - Fred Wesley &amp; The Horny Horns https://t.co/kAzKVIFUgO #beats1"
2015-07-04 03:45:49,"Girls, Girls, Girls","JAY Z","https://t.co/luRSWbGTVG","Girls, Girls, Girls - JAY Z https://t.co/luRSWbGTVG #beats1"
2015-07-04 03:44:18,"Use Me","Bill Withers","https://t.co/s9qPWcglzT","Use Me - Bill Withers https://t.co/s9qPWcglzT #beats1"
2015-07-04 03:40:34,"Trench Town Rock","Bob Marley &amp; The Wailers","https://t.co/wZlwxZRaWa","Trench Town Rock - Bob Marley &amp; The Wailers https://t.co/wZlwxZRaWa #beats1"
2015-07-04 03:36:48,"News Or Something","Future",NA,"News Or Something - Future #beats1"
2015-07-04 03:36:03,"Saxy","Gary Bartz",NA,"Saxy - Gary Bartz #beats1"
2015-07-04 03:33:48,"Keep It Up","Milton Wright","https://t.co/owRmkgLW0g","Keep It Up - Milton Wright https://t.co/owRmkgLW0g #beats1"
2015-07-04 03:33:03,"Welcome To The Minstrel Show (feat. Yahzarah)","Little Brother featuring Yahzarah","https://t.co/RDXY22Bbil","Welcome To The Minstrel Show (feat. Yahzarah) - Little Brother featuring Yahzarah https://t.co/RDXY22Bbil #beats1"
2015-07-04 03:31:33,"Chameleon","Herbie Hancock","https://t.co/0ecU2K3VNL","Chameleon - Herbie Hancock https://t.co/0ecU2K3VNL #beats1"
2015-07-04 03:30:04,"Easy","Daye Jack","https://t.co/m5MzGXNLLy","Easy - Daye Jack https://t.co/m5MzGXNLLy #beats1"
2015-07-04 03:28:33,"Back In Time","Large Professor","https://t.co/bDdUbh3TXZ","Back In Time - Large Professor https://t.co/bDdUbh3TXZ #beats1"
2015-07-04 03:27:03,"100 Spokes","Curren$y","https://t.co/gCidlQbmt7","100 Spokes - Curren$y https://t.co/gCidlQbmt7 #beats1"
2015-07-04 03:24:48,"You Can't Turn Me Away","Sylvia Striplin","https://t.co/J714rJrqob","You Can't Turn Me Away - Sylvia Striplin https://t.co/J714rJrqob #beats1"
2015-07-04 03:24:02,"Luchini","This Is It","https://t.co/fEnNd7O5tj","Luchini - This Is It - Camp Lo https://t.co/fEnNd7O5tj #beats1"
2015-07-04 03:22:32,"All Day, Always","Skyzoo","https://t.co/hgp6AkWrPW","All Day, Always - Skyzoo https://t.co/hgp6AkWrPW #beats1"
2015-07-04 03:21:02,"Break My Heart","Common","https://t.co/hOqmToKSlt","Break My Heart - Common https://t.co/hOqmToKSlt #beats1"
2015-07-04 03:19:32,"Textures","Herbie Hancock","https://t.co/nErTTiUjKQ","Textures - Herbie Hancock https://t.co/nErTTiUjKQ #beats1"
2015-07-04 03:18:47,"Why Can't We Be Lovers","Holland","https://t.co/H7crXrAnHF","Why Can't We Be Lovers - Holland-Dozier-Holland https://t.co/H7crXrAnHF #beats1"
2015-07-04 03:17:18,"Lituation","Fabolous","https://t.co/WbfGwGTEyb","Lituation - Fabolous https://t.co/WbfGwGTEyb #beats1"
2015-07-04 03:15:48,"Things I Should've Told My Friends","Skyzoo","https://t.co/urtx3u6lOR","Things I Should've Told My Friends - Skyzoo https://t.co/urtx3u6lOR #beats1"
2015-07-04 03:15:02,"Int'l Players Anthem (I Choose You) [Featuring Outkast]","UGK","https://t.co/qshd5MAM1V","Int'l Players Anthem (I Choose You) [Featuring Outkast] - UGK https://t.co/qshd5MAM1V #beats1"
2015-07-04 03:13:32,"Rubber Band Man","T.I.","https://t.co/kOxeM8nGiT","Rubber Band Man - T.I. https://t.co/kOxeM8nGiT #beats1"
2015-07-04 03:12:02,"This Is It","Pastor Troy &amp; Playa Fly","https://t.co/sfvPSfu3DI","This Is It - Pastor Troy &amp; Playa Fly https://t.co/sfvPSfu3DI #beats1"
2015-07-04 03:09:47,"1st of Tha Month","Bone Thugs","https://t.co/IaFzLEC0la","1st of Tha Month - Bone Thugs-n-Harmony https://t.co/IaFzLEC0la #beats1"
2015-07-04 03:09:02,"Machine Gun (Live)","Jimi Hendrix","https://t.co/iGjYhWgPoQ","Machine Gun (Live) - Jimi Hendrix https://t.co/iGjYhWgPoQ #beats1"
2015-07-04 03:07:32,"Aquafina (feat. GoldLink &amp; Chaz French)","Falcons","https://t.co/q1apScZJcq","Aquafina (feat. GoldLink &amp; Chaz French) - Falcons https://t.co/q1apScZJcq #beats1"
2015-07-04 03:06:02,"Throw Sum Mo (feat. Nicki Minaj &amp; Young Thug)","Rae Sremmurd","https://t.co/B2hLfiBHK5","Throw Sum Mo (feat. Nicki Minaj &amp; Young Thug) - Rae Sremmurd https://t.co/B2hLfiBHK5 #beats1"
2015-07-04 03:05:17,"Them Belly Full (But We Hungry)","Bob Marley &amp; The Wailers","https://t.co/IiRNatkP86","Them Belly Full (But We Hungry) - Bob Marley &amp; The Wailers https://t.co/IiRNatkP86 #beats1"
2015-07-04 03:04:32,"F*ck Up Some Commas","Future","https://t.co/KTL9pKrtZF","F*ck Up Some Commas - Future https://t.co/KTL9pKrtZF #beats1"
2015-07-04 03:02:17,"Moonage Daydream","David Bowie","https://t.co/bVtinJbCgl","Moonage Daydream - David Bowie https://t.co/bVtinJbCgl #beats1"
2015-07-04 03:00:47,"Vice City","Sahtyre","https://t.co/DjJE5yEYpk","Vice City - Sahtyre https://t.co/DjJE5yEYpk #beats1"
2015-07-04 02:59:17,"No Type","Rae Sremmurd","https://t.co/gnYLg6NlGV","No Type - Rae Sremmurd https://t.co/gnYLg6NlGV #beats1"
2015-07-04 02:57:47,"Electric Body (feat. ScHoolboy Q)","A$AP Rocky","https://t.co/3SH0qH3bXe","Electric Body (feat. ScHoolboy Q) - A$AP Rocky https://t.co/3SH0qH3bXe #beats1"
2015-07-04 02:55:32,"Summer Madness","Kool &amp; The Gang","https://t.co/DfOSZ96U1s","Summer Madness - Kool &amp; The Gang https://t.co/DfOSZ96U1s #beats1"
2015-07-04 02:52:32,"Something About You","Level 42","https://t.co/Yc7URIDAXn","Something About You - Level 42 https://t.co/Yc7URIDAXn #beats1"
2015-07-04 02:51:47,"Escape","J Dilla",NA,"Escape - J Dilla #beats1"
2015-07-04 02:49:32,"Tell Me What To Do","Johnny Hammond",NA,"Tell Me What To Do - Johnny Hammond #beats1"
2015-07-04 02:48:47,"Coldblooded","James Brown","https://t.co/e2u1CHV3cc","Coldblooded - James Brown https://t.co/e2u1CHV3cc #beats1"
2015-07-04 02:48:02,"Trill","Clipse","https://t.co/iglHadSpfc","Trill - Clipse https://t.co/iglHadSpfc #beats1"
2015-07-04 02:46:32,"Luck of Lucien","A Tribe Called Quest","https://t.co/kVkOn1kEi6","Luck of Lucien - A Tribe Called Quest https://t.co/kVkOn1kEi6 #beats1"
2015-07-04 02:45:01,"Take Me Out","Franz Ferdinand","https://t.co/35dJ5myic9","Take Me Out - Franz Ferdinand https://t.co/35dJ5myic9 #beats1"
2015-07-04 02:43:32,"I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts)","The Turtles","https://t.co/HTrHDGRn1b","I'm Chief Kamanawanalea (We're the Royal Macadamia Nuts) - The Turtles https://t.co/HTrHDGRn1b #beats1"
2015-07-04 02:41:17,"Truffle Butter (feat. Drake &amp; Lil Wayne)","Nicki Minaj","https://t.co/bjsRdEpVfc","Truffle Butter (feat. Drake &amp; Lil Wayne) - Nicki Minaj https://t.co/bjsRdEpVfc #beats1"
2015-07-04 02:39:47,"Hangin' On a String","Loose Ends","https://t.co/rRCtaGYZlD","Hangin' On a String - Loose Ends https://t.co/rRCtaGYZlD #beats1"
2015-07-04 02:37:32,"Swish","Millionyoung","https://t.co/DNWLuHqvjB","Swish - Millionyoung https://t.co/DNWLuHqvjB #beats1"
2015-07-04 02:36:46,"K Is for Kelson","Bibio","https://t.co/X3o0kLs3T8","K Is for Kelson - Bibio https://t.co/X3o0kLs3T8 #beats1"
2015-07-04 02:34:32,"Jungle Music","Kelenkye Band","https://t.co/qEkwr6NlVZ","Jungle Music - Kelenkye Band https://t.co/qEkwr6NlVZ #beats1"
2015-07-04 02:33:01,"Ultramagnetic MC's","Critical Beatdown","https://t.co/3QMDOR5eFA","Ultramagnetic MC's - Critical Beatdown https://t.co/3QMDOR5eFA #beats1"
2015-07-04 02:31:32,"Rack City","Tyga","https://t.co/wO5mFohnOp","Rack City - Tyga https://t.co/wO5mFohnOp #beats1"
2015-07-04 02:30:02,"It's a Shame","The Spinners","https://t.co/1XOolxlJBk","It's a Shame - The Spinners https://t.co/1XOolxlJBk #beats1"
2015-07-04 02:29:18,"Bring Em Out","T.I.","https://t.co/4mRcHsMKWD","Bring Em Out - T.I. https://t.co/4mRcHsMKWD #beats1"
2015-07-04 02:28:32,"Tom's Diner","DNA","https://t.co/yuazXcGSF6","Tom's Diner - DNA https://t.co/yuazXcGSF6 #beats1"
2015-07-04 02:27:47,"Do The James Dub","Super Lover Cee &amp; Casanova Ru",NA,"Do The James Dub - Super Lover Cee &amp; Casanova Ru #beats1"
2015-07-04 02:26:17,"Fat Pockets","Showbiz &amp; A.G.","https://t.co/g1HA96SMSB","Fat Pockets - Showbiz &amp; A.G. https://t.co/g1HA96SMSB #beats1"
2015-07-04 02:24:46,"Rise","Herb Alpert","https://t.co/iQvHSajvwc","Rise - Herb Alpert https://t.co/iQvHSajvwc #beats1"
2015-07-04 02:22:31,"Bling Bling","BG &amp; B.G.","https://t.co/q2vD9Qqdwi","Bling Bling - BG &amp; B.G. https://t.co/q2vD9Qqdwi #beats1"
2015-07-04 02:21:01,"I Wish","Skee","https://t.co/iCYa2Rb2U9","I Wish - Skee-Lo https://t.co/iCYa2Rb2U9 #beats1"
2015-07-04 02:20:16,"Dem Bow","Shabba Ranks","https://t.co/UI5jLOJNtL","Dem Bow - Shabba Ranks https://t.co/UI5jLOJNtL #beats1"
2015-07-04 02:18:46,"Beware (Jay","Z Remix)","https://t.co/0ZkHx5M2Pi","Beware (Jay-Z Remix) - Panjabi MC https://t.co/0ZkHx5M2Pi #beats1"
2015-07-04 02:17:16,"On The Run","Kool G Rap","https://t.co/uhCEXRmp8b","On The Run - Kool G Rap https://t.co/uhCEXRmp8b #beats1"
2015-07-04 02:15:46,"$ave That Money","Lil Dicky feat. Fetty Wap and Rich Homie Quan",NA,"$ave That Money - Lil Dicky feat. Fetty Wap and Rich Homie Quan  #beats1"
2015-07-04 02:15:01,"Hornny","John Klemmer",NA,"Hornny - John Klemmer #beats1"
2015-07-04 02:13:31,"Saturday Night","Schoolly D","https://t.co/PWAoH6govy","Saturday Night - Schoolly D  https://t.co/PWAoH6govy #beats1"
2015-07-04 02:12:46,"Be Real (feat. Dej Loaf)","Kid Ink","https://t.co/C5yZdkQX9i","Be Real (feat. Dej Loaf) - Kid Ink https://t.co/C5yZdkQX9i #beats1"
2015-07-04 02:12:01,"Subway Theme","DJ Grand Wizard Theodore","https://t.co/JbS58RtnfW","Subway Theme - DJ Grand Wizard Theodore https://t.co/JbS58RtnfW #beats1"
2015-07-04 02:10:31,"Air (feat. Doom) (Madlib Remix)","Dabrye &amp; Doom","https://t.co/Snrfwr6JaE","Air (feat. Doom) (Madlib Remix) - Dabrye &amp; Doom https://t.co/Snrfwr6JaE #beats1"
2015-07-04 02:09:46,"I Wonder","Kanye West","https://t.co/KBsdX4AYFZ","I Wonder - Kanye West https://t.co/KBsdX4AYFZ #beats1"
2015-07-04 02:08:16,"Impeach the President","The Honey Drippers","https://t.co/TcdfhiygB2","Impeach the President - The Honey Drippers https://t.co/TcdfhiygB2 #beats1"
2015-07-04 02:07:31,"Head Over Heels","Tears for Fears","https://t.co/Jjqn1XneYI","Head Over Heels - Tears for Fears https://t.co/Jjqn1XneYI #beats1"
2015-07-04 02:06:01,"Made You Look","Nas","https://t.co/Nz3THneAE7","Made You Look - Nas https://t.co/Nz3THneAE7 #beats1"
2015-07-04 02:03:46,"Sunshine","Nancy Wilson","https://t.co/w4nwiMZWEI","Sunshine - Nancy Wilson https://t.co/w4nwiMZWEI #beats1"
2015-07-04 01:54:45,"Crown (feat. Diane Coffee)","Run The Jewels","https://t.co/b89jIQG15a","Crown (feat. Diane Coffee) - Run The Jewels https://t.co/b89jIQG15a #beats1"
2015-07-04 01:53:15,"Hands Up","Vince Staples","https://t.co/LEcQPZv2Ki","Hands Up - Vince Staples https://t.co/LEcQPZv2Ki #beats1"
2015-07-04 01:48:45,"Black Steel In the Hour of Chaos","Public Enemy","https://t.co/RH4UwUGWPK","Black Steel In the Hour of Chaos - Public Enemy https://t.co/RH4UwUGWPK #beats1"
2015-07-04 01:45:00,"Hootie Hoo","Outkast","https://t.co/q4gUL9z4Lv","Hootie Hoo - Outkast https://t.co/q4gUL9z4Lv #beats1"
2015-07-04 01:39:45,"Freddie's Dead (Theme from 'Superfly')","Curtis Mayfield","https://t.co/K4UMP5Sidc","Freddie's Dead (Theme from 'Superfly') - Curtis Mayfield https://t.co/K4UMP5Sidc #beats1"
2015-07-04 01:33:45,"Murder","UGK","https://t.co/ykxJtHFUhX","Murder - UGK https://t.co/ykxJtHFUhX #beats1"
2015-07-04 01:31:30,"My Sub Pt. 3 (Big Bang)","Big K.R.I.T.","https://t.co/xn1NFXx29d","My Sub Pt. 3 (Big Bang) - Big K.R.I.T. https://t.co/xn1NFXx29d #beats1"
2015-07-04 01:28:29,"High Powered (feat. Papa Rue)","Scarface","https://t.co/2py9OLOYIv","High Powered (feat. Papa Rue) - Scarface https://t.co/2py9OLOYIv #beats1"
2015-07-04 01:25:28,"Tougher Colder Killer","EL","https://t.co/L2OCSqydjv","Tougher Colder Killer - EL-P, Despot &amp; Killer Mike https://t.co/L2OCSqydjv #beats1"
2015-07-04 01:24:45,"Tougher Colder Killer","EL","https://t.co/L2OCSqPOb3","Tougher Colder Killer - EL-P, Despot &amp; Killer Mike https://t.co/L2OCSqPOb3 #beats1"
2015-07-04 01:20:59,"S.L.A.B.","Sl Jones","https://t.co/wn0rCCmRPp","S.L.A.B. - Sl Jones https://t.co/wn0rCCmRPp #beats1"
2015-07-04 01:11:14,"Monkey Man","The Rolling Stones","https://t.co/cFeZ0ZIOyr","Monkey Man - The Rolling Stones https://t.co/cFeZ0ZIOyr #beats1"
2015-07-04 01:08:59,"Lord Pretty Flacko Jodye 2 (LPFJ2)","A$AP Rocky","https://t.co/I63VTnzC50","Lord Pretty Flacko Jodye 2 (LPFJ2) - A$AP Rocky https://t.co/I63VTnzC50 #beats1"
2015-07-04 01:05:59,"Beats to the Rhyme","Run","https://t.co/YGdujeI6mp","Beats to the Rhyme - Run-DMC https://t.co/YGdujeI6mp #beats1"
2015-07-04 01:02:59,"I Run Roulette","boots","https://t.co/CA1XoNLvaK","I Run Roulette - boots https://t.co/CA1XoNLvaK #beats1"
2015-07-04 00:57:43,"Here","Alessia Cara","https://t.co/RdMDga4k3i","Here - Alessia Cara https://t.co/RdMDga4k3i #beats1"
2015-07-04 00:53:14,"Weathered","Jack Garratt",NA,"Weathered - Jack Garratt #beats1"
2015-07-04 00:49:29,"Don't Wanna Fight","Alabama Shakes","https://t.co/W1fdRGfVts","Don't Wanna Fight - Alabama Shakes https://t.co/W1fdRGfVts #beats1"
2015-07-04 00:46:29,"Life Round Here (feat. Chance The Rapper)","James Blake","https://t.co/vTpjLdZrQ3","Life Round Here (feat. Chance The Rapper) - James Blake https://t.co/vTpjLdZrQ3 #beats1"
2015-07-04 00:42:44,"Bros","Wolf Alice","https://t.co/Qa8RSzgh3A","Bros - Wolf Alice https://t.co/Qa8RSzgh3A #beats1"
2015-07-04 00:38:13,"Let It Go","James Bay","https://t.co/IvTH8ev32R","Let It Go - James Bay https://t.co/IvTH8ev32R #beats1"
2015-07-04 00:34:29,"Nuthin' but a ""G"" Thang","Dr. Dre","https://t.co/NVE94KBANl","Nuthin' but a ""G"" Thang - Dr. Dre https://t.co/NVE94KBANl #beats1"
2015-07-04 00:29:13,"You Don't Own Me (feat. G","Eazy)","https://t.co/Ys6h2uzsGi","You Don't Own Me (feat. G-Eazy) - Grace https://t.co/Ys6h2uzsGi #beats1"
2015-07-04 00:25:28,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson)","A$AP Rocky",NA,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson) - A$AP Rocky #beats1"
2015-07-04 00:20:57,"Phenomenal (From ""Southpaw"")","Eminem","https://t.co/sAu0NPPhvo","Phenomenal (From ""Southpaw"") - Eminem https://t.co/sAu0NPPhvo #beats1"
2015-07-04 00:15:43,"Beautiful Life (feat Action Bronson &amp; Joey Bada$$)","Statik Selektah","https://t.co/oG1DKJUaDu","Beautiful Life (feat Action Bronson &amp; Joey Bada$$) - Statik Selektah https://t.co/oG1DKJUaDu #beats1"
2015-07-04 00:12:43,"Trying","Bully","https://t.co/LehEmW8obc","Trying - Bully https://t.co/LehEmW8obc #beats1"
2015-07-04 00:09:43,"Powerful (feat. Ellie Goulding &amp; Tarrus Riley)","Major Lazer","https://t.co/qOE3XOAbGU","Powerful (feat. Ellie Goulding &amp; Tarrus Riley) - Major Lazer https://t.co/qOE3XOAbGU #beats1"
2015-07-04 00:05:58,"We Run The Block","Bonkaz","https://t.co/SWxqsMit0g","We Run The Block - Bonkaz https://t.co/SWxqsMit0g #beats1"
2015-07-04 00:02:12,"Can't Feel My Face","The Weeknd","https://t.co/q5jNrBLMdm","Can't Feel My Face - The Weeknd https://t.co/q5jNrBLMdm #beats1"
2015-07-03 23:59:12,"Freedom","Pharrell Williams","https://t.co/McCYQzuIcH","Freedom - Pharrell Williams https://t.co/McCYQzuIcH #beats1"
2015-07-03 23:56:12,"Bang That","Disclosure","https://t.co/gPGl4i5nCX","Bang That - Disclosure https://t.co/gPGl4i5nCX #beats1"
2015-07-03 23:51:42,"Evil Tram","Catz Eats Dogz, Catz n Dogz &amp; Eats Everything","https://t.co/y6aazXc205","Evil Tram - Catz Eats Dogz, Catz n Dogz &amp; Eats Everything https://t.co/y6aazXc205 #beats1"
2015-07-03 23:45:41,"When a Fire Starts to Burn","Disclosure","https://t.co/xyGfNNKs6K","When a Fire Starts to Burn - Disclosure https://t.co/xyGfNNKs6K #beats1"
2015-07-03 23:41:12,"Ambience","Melé","https://t.co/1qnkvQGUbb","Ambience - Melé https://t.co/1qnkvQGUbb #beats1"
2015-07-03 23:37:27,"Piano Hand","Chris Lake &amp; Chris Lorenzo","https://t.co/6vAZWppend","Piano Hand - Chris Lake &amp; Chris Lorenzo https://t.co/6vAZWppend #beats1"
2015-07-03 23:34:27,"Lion Jungle","Redlight ft. Prodigy of Mobb Deep",NA,"Lion Jungle - Redlight ft. Prodigy of Mobb Deep #beats1"
2015-07-03 23:29:56,"Real Joy","Fono","https://t.co/01d2pW2JqJ","Real Joy - Fono https://t.co/01d2pW2JqJ #beats1"
2015-07-03 23:26:57,"Pantalón","Kornél Kovács","https://t.co/PYHn0KtRCK","Pantalón - Kornél Kovács https://t.co/PYHn0KtRCK #beats1"
2015-07-03 23:22:27,"Holding On (feat. Gregory Porter)","Disclosure","https://t.co/A59KFhjiMB","Holding On (feat. Gregory Porter) - Disclosure https://t.co/A59KFhjiMB #beats1"
2015-07-03 23:17:11,"Keep You To Myself","Jimmy Napes",NA,"Keep You To Myself - Jimmy Napes #beats1"
2015-07-03 23:14:11,"Give It Up","Jimmy Napes",NA,"Give It Up - Jimmy Napes #beats1"
2015-07-03 23:11:11,"Together","Sam Smith, Nile Rodgers, Disclosure &amp; Jimmy Napes","https://t.co/SkNn4VClen","Together - Sam Smith, Nile Rodgers, Disclosure &amp; Jimmy Napes https://t.co/SkNn4VClen #beats1"
2015-07-03 23:06:40,"Bouldaz","MJ Cole","https://t.co/hWU2B6Cg62","Bouldaz - MJ Cole https://t.co/hWU2B6Cg62 #beats1"
2015-07-03 23:03:40,"Sincere (feat. Nova Caspar &amp; Jay Dee) [Re","Cue'd]",NA,"Sincere (feat. Nova Caspar &amp; Jay Dee) [Re-Cue'd] - MJ Cole #beats1"
2015-07-03 22:59:11,"Stand &amp; Deliver","The Wideboys",NA,"Stand &amp; Deliver - The Wideboys #beats1"
2015-07-03 22:56:11,"Dreams (Original Instrumental Mix)","Smokin Beats",NA,"Dreams (Original Instrumental Mix) - Smokin Beats #beats1"
2015-07-03 22:53:11,"Diamond Rings","DND",NA,"Diamond Rings - DND #beats1"
2015-07-03 22:50:56,"Friedrichstrasse","Martyn","https://t.co/HGLeFAhZs6","Friedrichstrasse - Martyn https://t.co/HGLeFAhZs6 #beats1"
2015-07-03 22:47:56,"Near Dark","Burial","https://t.co/k003bRDpkI","Near Dark - Burial https://t.co/k003bRDpkI #beats1"
2015-07-03 22:45:40,"Hyph Mngo","Joy Orbison","https://t.co/X0UEuaXxbW","Hyph Mngo - Joy Orbison https://t.co/X0UEuaXxbW #beats1"
2015-07-03 22:39:40,"Like I Can (Jonas Rathsman Remix)","Sam Smith",NA,"Like I Can (Jonas Rathsman Remix) - Sam Smith #beats1"
2015-07-03 22:35:54,"Hope I'm Wrong","Jonas Rathsman","https://t.co/Pg8UdZJ0uz","Hope I'm Wrong - Jonas Rathsman https://t.co/Pg8UdZJ0uz #beats1"
2015-07-03 22:29:09,"Wolfsbane (Extended Mix)","Jonas Rathsman","https://t.co/JWWaXFRnPd","Wolfsbane (Extended Mix) - Jonas Rathsman https://t.co/JWWaXFRnPd #beats1"
2015-07-03 22:23:09,"Thinkin About","Joe",NA,"Thinkin About - Joe #beats1"
2015-07-03 22:15:39,"Running (Disclosure VIP Remix)","Jessie Ware",NA,"Running (Disclosure VIP Remix) - Jessie Ware #beats1"
2015-07-03 22:11:09,"Am Fenster (Ultimate Rave Mix)","Max Graef &amp; Muff Deep","https://t.co/za7ZvHa8kz","Am Fenster (Ultimate Rave Mix) - Max Graef &amp; Muff Deep https://t.co/za7ZvHa8kz #beats1"
