"created","song","artist","url","text"
2015-07-06 12:15:46,"Weathered","Jack Garratt",NA,"Weathered - Jack Garratt #beats1"
2015-07-06 12:12:46,"Don't","Bryson Tiller","https://t.co/5aIpY2Oagv","Don't - Bryson Tiller https://t.co/5aIpY2Oagv #beats1"
2015-07-06 12:09:01,"Stole the Show (feat. Parson James)","Kygo","https://t.co/MUt6GWFiLE","Stole the Show (feat. Parson James) - Kygo https://t.co/MUt6GWFiLE #beats1"
2015-07-06 12:04:32,"Chocolate","The 1975","https://t.co/AKPIC15iOA","Chocolate - The 1975 https://t.co/AKPIC15iOA #beats1"
2015-07-06 12:01:32,"We Run The Block","Bonkaz","https://t.co/SWxqsMit0g","We Run The Block - Bonkaz https://t.co/SWxqsMit0g #beats1"
2015-07-06 11:57:47,"Ship To Wreck","Florence + The Machine","https://t.co/E3eqB2NVJg","Ship To Wreck - Florence + The Machine https://t.co/E3eqB2NVJg #beats1"
2015-07-06 11:54:02,"Holding On (feat. Sam Dew)","Julio Bashmore","https://t.co/xckvanF7PP","Holding On (feat. Sam Dew) - Julio Bashmore https://t.co/xckvanF7PP #beats1"
2015-07-06 11:50:17,"Energy","Drake","https://t.co/tZanwcOkOr","Energy - Drake https://t.co/tZanwcOkOr #beats1"
2015-07-06 11:46:31,"Fight Song","Rachel Platten","https://t.co/bizKMEn9Et","Fight Song - Rachel Platten https://t.co/bizKMEn9Et #beats1"
2015-07-06 11:43:31,"Moaning Lisa Smile","Wolf Alice","https://t.co/3TJhP5Ci9t","Moaning Lisa Smile - Wolf Alice https://t.co/3TJhP5Ci9t #beats1"
2015-07-06 11:39:45,"Trap Queen","Fetty Wap","https://t.co/OWRc7c13Gg","Trap Queen - Fetty Wap https://t.co/OWRc7c13Gg #beats1"
2015-07-06 11:35:16,"Stay","Lisa Loeb &amp; Nine Stories","https://t.co/TVWlCYos6V","Stay - Lisa Loeb &amp; Nine Stories https://t.co/TVWlCYos6V #beats1"
2015-07-06 11:32:16,"On the Regular (Radio Version)","Shamir","https://t.co/yOsMYzcLDg","On the Regular (Radio Version) - Shamir https://t.co/yOsMYzcLDg #beats1"
2015-07-06 11:30:00,"What Happened To That Boy","Baby &amp; Clipse","https://t.co/ucLTniFkd9","What Happened To That Boy - Baby &amp; Clipse https://t.co/ucLTniFkd9 #beats1"
2015-07-06 11:28:30,"What Happened To That Boy","Baby &amp; Clipse","https://t.co/ucLTninJlB","What Happened To That Boy - Baby &amp; Clipse https://t.co/ucLTninJlB #beats1"
2015-07-06 11:23:16,"Powerful (feat. Ellie Goulding &amp; Tarrus Riley)","Major Lazer","https://t.co/qOE3XOAbGU","Powerful (feat. Ellie Goulding &amp; Tarrus Riley) - Major Lazer https://t.co/qOE3XOAbGU #beats1"
2015-07-06 11:19:31,"Commas","Future","https://t.co/KTL9pKrtZF","Commas - Future https://t.co/KTL9pKrtZF #beats1"
2015-07-06 11:15:01,"U Mad (feat. Kanye West)","Vic Mensa","https://t.co/grlviWKmJN","U Mad (feat. Kanye West) - Vic Mensa https://t.co/grlviWKmJN #beats1"
2015-07-06 11:09:02,"Dreams","Beck","https://t.co/AyQGWKitnm","Dreams - Beck https://t.co/AyQGWKitnm #beats1"
2015-07-06 11:03:01,"Without You (feat. Totally Enormous Extinct Dinosaurs)","Dillon Francis","https://t.co/w4xF2mEa9T","Without You (feat. Totally Enormous Extinct Dinosaurs) - Dillon Francis https://t.co/w4xF2mEa9T #beats1"
2015-07-06 11:00:00,"Can't Feel My Face","The Weeknd","https://t.co/q5jNrBLMdm","Can't Feel My Face - The Weeknd https://t.co/q5jNrBLMdm #beats1"
2015-07-06 10:56:14,"Watch Me (Whip / Nae Nae)","Silento","https://t.co/F1Zlo2BGxe","Watch Me (Whip / Nae Nae) - Silento https://t.co/F1Zlo2BGxe #beats1"
2015-07-06 10:51:44,"Bad Blood (feat. Kendrick Lamar)","Taylor Swift","https://t.co/JNWOYie7i2","Bad Blood (feat. Kendrick Lamar) - Taylor Swift https://t.co/JNWOYie7i2 #beats1"
2015-07-06 10:48:00,"Pedestrian at Best","Courtney Barnett","https://t.co/VH1qO224JN","Pedestrian at Best - Courtney Barnett https://t.co/VH1qO224JN #beats1"
2015-07-06 10:41:59,"Real Joy","Fono","https://t.co/01d2pW2JqJ","Real Joy - Fono https://t.co/01d2pW2JqJ #beats1"
2015-07-06 10:38:13,"Little Monster","Royal Blood","https://t.co/hoA22ruzAz","Little Monster - Royal Blood https://t.co/hoA22ruzAz #beats1"
2015-07-06 10:33:43,"Cha Cha","D.R.A.M.","https://t.co/y5x202RZhS","Cha Cha - D.R.A.M. https://t.co/y5x202RZhS #beats1"
2015-07-06 10:30:44,"Get Low","Dillon Francis &amp; DJ Snake","https://t.co/xyj38RTNzm","Get Low - Dillon Francis &amp; DJ Snake https://t.co/xyj38RTNzm #beats1"
2015-07-06 10:26:14,"Gucci Said","Que",NA,"Gucci Said - Que #beats1"
2015-07-06 10:22:30,"Pretty Boy Swag","Soulja Boy Tell 'Em","https://t.co/I370L69uLF","Pretty Boy Swag - Soulja Boy Tell 'Em https://t.co/I370L69uLF #beats1"
2015-07-06 10:18:43,"Electric Body (feat. ScHoolboy Q)","A$AP Rocky","https://t.co/3SH0qH3bXe","Electric Body (feat. ScHoolboy Q) - A$AP Rocky https://t.co/3SH0qH3bXe #beats1"
2015-07-06 10:16:28,"Ping Pong With my Woes","Ryan Hemsworth",NA,"Ping Pong With my Woes - Ryan Hemsworth #beats1"
2015-07-06 10:14:58,"Hot in Herre","Nelly","https://t.co/VE9mtrEEUk","Hot in Herre - Nelly https://t.co/VE9mtrEEUk #beats1"
2015-07-06 10:13:28,"Grillz (Featuring Paul Wall, Ali &amp; Gipp)","Nelly featuring Paul Wall, Ali &amp; Gipp","https://t.co/a88ktbXEwT","Grillz (Featuring Paul Wall, Ali &amp; Gipp) - Nelly featuring Paul Wall, Ali &amp; Gipp https://t.co/a88ktbXEwT #beats1"
2015-07-06 10:11:58,"Country Grammar (Hot...)","Nelly","https://t.co/vbbSBky7FV","Country Grammar (Hot...) - Nelly https://t.co/vbbSBky7FV #beats1"
2015-07-06 10:09:44,"Toot It and Boot It","YG","https://t.co/bRAeg29e4e","Toot It and Boot It - YG https://t.co/bRAeg29e4e #beats1"
2015-07-06 10:04:28,"I Know There's Gonna Be (Good Times) [feat. Young Thug &amp; Popcaan]","Jamie xx","https://t.co/xIe9Bx6NZc","I Know There's Gonna Be (Good Times) [feat. Young Thug &amp; Popcaan] - Jamie xx https://t.co/xIe9Bx6NZc #beats1"
2015-07-06 10:02:13,"Maserati","Sicko Mobb RIP Yams Version",NA,"Maserati- Sicko Mobb RIP Yams Version - Ryan Hemsworth #beats1"
2015-07-06 09:57:44,"What You Don't Do","Lianne La Havas","https://t.co/ZnN2F0rh8Z","What You Don't Do - Lianne La Havas https://t.co/ZnN2F0rh8Z #beats1"
2015-07-06 09:53:57,"Trying","Bully","https://t.co/LehEmW8obc","Trying - Bully https://t.co/LehEmW8obc #beats1"
2015-07-06 09:51:42,"Why'd You Only Call Me When You're High?","Arctic Monkeys","https://t.co/KZDGMa43JI","Why'd You Only Call Me When You're High? - Arctic Monkeys https://t.co/KZDGMa43JI #beats1"
2015-07-06 09:47:57,"Classic Man (feat. Roman GianArthur)","Jidenna","https://t.co/2xhVVoH2zg","Classic Man (feat. Roman GianArthur) - Jidenna https://t.co/2xhVVoH2zg #beats1"
2015-07-06 09:44:14,"Desire","Years &amp; Years","https://t.co/miTciqlU0d","Desire - Years &amp; Years https://t.co/miTciqlU0d #beats1"
2015-07-06 09:40:29,"Don't Wanna Fight","Alabama Shakes","https://t.co/W1fdRGfVts","Don't Wanna Fight - Alabama Shakes https://t.co/W1fdRGfVts #beats1"
2015-07-06 09:37:28,"Good For You (feat. A$AP Rocky)","Selena Gomez","https://t.co/O0qUbiYdXK","Good For You (feat. A$AP Rocky) - Selena Gomez https://t.co/O0qUbiYdXK #beats1"
2015-07-06 09:32:13,"Hyph Mngo","Joy Orbison","https://t.co/X0UEuaXxbW","Hyph Mngo - Joy Orbison https://t.co/X0UEuaXxbW #beats1"
2015-07-06 09:26:58,"Bang That","Disclosure","https://t.co/gPGl4i5nCX","Bang That - Disclosure https://t.co/gPGl4i5nCX #beats1"
2015-07-06 09:23:13,"Zillionaire","Nao","https://t.co/VWd4A3ohE1","Zillionaire - Nao https://t.co/VWd4A3ohE1 #beats1"
2015-07-06 09:19:28,"No Type","Rae Sremmurd","https://t.co/gnYLg6vKPn","No Type - Rae Sremmurd https://t.co/gnYLg6vKPn #beats1"
2015-07-06 09:14:58,"The Love You're Given","Jack Garratt","https://t.co/X0fJa1qJDM","The Love You're Given - Jack Garratt https://t.co/X0fJa1qJDM #beats1"
2015-07-06 09:10:27,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson)","A$AP Rocky",NA,"Everyday (feat. Rod Stewart, Miguel &amp; Mark Ronson) - A$AP Rocky #beats1"
2015-07-06 09:06:41,"Hard Time","Seinabo Sey","https://t.co/XpS2Yw17Z3","Hard Time - Seinabo Sey https://t.co/XpS2Yw17Z3 #beats1"
2015-07-06 09:02:56,"Let It Go","James Bay","https://t.co/IvTH8ev32R","Let It Go - James Bay https://t.co/IvTH8ev32R #beats1"
2015-07-06 09:00:41,"Freedom","Pharrell Williams","https://t.co/McCYQzuIcH","Freedom - Pharrell Williams https://t.co/McCYQzuIcH #beats1"
2015-07-06 08:57:41,"Hyph Mngo","Joy Orbison","https://t.co/X0UEubf83u","Hyph Mngo - Joy Orbison https://t.co/X0UEubf83u #beats1"
2015-07-06 08:56:12,"My Song","Al Wilson","https://t.co/FnoibV2j47","My Song - Al Wilson https://t.co/FnoibV2j47 #beats1"
2015-07-06 08:50:12,"Park Bench People","José James","https://t.co/0bwMfoDRcq","Park Bench People - José James https://t.co/0bwMfoDRcq #beats1"
2015-07-06 08:47:12,"Helios (feat. Wayne Snow)","Darius","https://t.co/SKvpEmWeCa","Helios (feat. Wayne Snow) - Darius https://t.co/SKvpEmWeCa #beats1"
2015-07-06 08:43:26,"Wonderful World","Sam Cooke","https://t.co/RGfqEXVeq3","Wonderful World - Sam Cooke https://t.co/RGfqEXVeq3 #beats1"
2015-07-06 08:37:25,"One Day","UGK","https://t.co/KeSg5UBBg3","One Day - UGK https://t.co/KeSg5UBBg3 #beats1"
2015-07-06 08:32:56,"Wavybone (feat. Juicy J x UGK)","A$AP Rocky","https://t.co/2pfqUvfQTu","Wavybone (feat. Juicy J x UGK) - A$AP Rocky https://t.co/2pfqUvfQTu #beats1"
2015-07-06 08:29:11,"Can’t Get Outta The Game","Nicole Wray ft. Beanie Sigel",NA,"Can’t Get Outta The Game  - Nicole Wray ft. Beanie Sigel #beats1"
2015-07-06 08:26:10,"Here","Alessia Cara","https://t.co/RdMDga4k3i","Here - Alessia Cara https://t.co/RdMDga4k3i #beats1"
2015-07-06 08:22:25,"The Best People in the World","Elliphant","https://t.co/7hLwivfz4s","The Best People in the World - Elliphant https://t.co/7hLwivfz4s #beats1"
2015-07-06 08:19:25,"Descontrole Do Romano","MC Tati Zaqui e MC Crash",NA,"Descontrole Do Romano - MC Tati Zaqui e MC Crash #beats1"
2015-07-06 08:16:25,"Norf Norf","Vince Staples","https://t.co/jeZoLzU4fb","Norf Norf - Vince Staples https://t.co/jeZoLzU4fb #beats1"
2015-07-06 08:13:26,"Alright","Kendrick Lamar","https://t.co/8mQmxY8fws","Alright - Kendrick Lamar https://t.co/8mQmxY8fws #beats1"
2015-07-06 08:09:41,"Gazi","A.Chal",NA,"Gazi - A.Chal #beats1"
2015-07-06 08:05:10,"Talk Talk","George Maple","https://t.co/xsiWXbAFwS","Talk Talk - George Maple  https://t.co/xsiWXbAFwS #beats1"
2015-07-06 08:01:24,"Too Young","Post Malone","https://t.co/yzo3pieq4u","Too Young - Post Malone https://t.co/yzo3pieq4u #beats1"
2015-07-06 07:58:24,"Warm","SG Lewis","https://t.co/i8zPcwp40I","Warm - SG Lewis https://t.co/i8zPcwp40I #beats1"
2015-07-06 07:54:39,"Pulsing (feat. Nina K)","Tomas Barfod","https://t.co/bLreD5eWvG","Pulsing (feat. Nina K) - Tomas Barfod https://t.co/bLreD5eWvG #beats1"
2015-07-06 07:51:40,"Fastlane","Rationale","https://t.co/BVZdFqewsP","Fastlane - Rationale https://t.co/BVZdFqewsP #beats1"
2015-07-06 07:47:10,"Quite Like","Her","https://t.co/zVdJhBbDrH","Quite Like - Her https://t.co/zVdJhBbDrH #beats1"
2015-07-06 07:44:54,"God Emoji","Silicon","https://t.co/Ntv0d1FtNW","God Emoji - Silicon https://t.co/Ntv0d1FtNW #beats1"
2015-07-06 07:41:10,"Ice Cream","Raekwon","https://t.co/G8cV6CKYLx","Ice Cream - Raekwon https://t.co/G8cV6CKYLx #beats1"
2015-07-06 07:36:40,"Sound Bwoy Bureill","Smif","https://t.co/g0j2rdSDfP","Sound Bwoy Bureill - Smif-N-Wessun https://t.co/g0j2rdSDfP #beats1"
2015-07-06 07:33:39,"Hunger","Sam Sure","https://t.co/lXnOwyq0ww","Hunger - Sam Sure https://t.co/lXnOwyq0ww #beats1"
2015-07-06 07:29:54,"Sharpness","Jamie Woon",NA,"Sharpness - Jamie Woon  #beats1"
2015-07-06 07:26:54,"How Do You Love Me","SPZRKT &amp; Sango",NA,"How Do You Love Me - SPZRKT &amp; Sango #beats1"
2015-07-06 07:21:39,"Gemini","Alabama Shakes","https://t.co/l8pbcBLR8J","Gemini - Alabama Shakes https://t.co/l8pbcBLR8J #beats1"
2015-07-06 07:15:40,"Señorita","Justin Timberlake","https://t.co/IXvfGnDuHk","Señorita - Justin Timberlake https://t.co/IXvfGnDuHk #beats1"
2015-07-06 07:12:39,"She Wants to Move","N.E.R.D","https://t.co/phJsIZwYH4","She Wants to Move - N.E.R.D https://t.co/phJsIZwYH4 #beats1"
2015-07-06 07:11:54,"Seven Nation Army","The White Stripes","https://t.co/gqbUPKKApA","Seven Nation Army - The White Stripes https://t.co/gqbUPKKApA #beats1"
2015-07-06 07:09:39,"Celestial Blues","Gary Bartz","https://t.co/iJr4gAAJe3","Celestial Blues - Gary Bartz https://t.co/iJr4gAAJe3 #beats1"
2015-07-06 07:05:09,"Yeah Yeah Yeah","Jax Jones",NA,"Yeah Yeah Yeah - Jax Jones #beats1"
2015-07-06 07:02:53,"Set It Off (Vocal)","Strafe","https://t.co/gdQ4fVntMO","Set It Off (Vocal) - Strafe https://t.co/gdQ4fVntMO #beats1"
2015-07-06 06:57:39,"Cheerleader (Felix Jaehn Remix Radio Edit)","Omi","https://t.co/gWz1yirb77","Cheerleader (Felix Jaehn Remix Radio Edit) - Omi https://t.co/gWz1yirb77 #beats1"
2015-07-06 06:53:07,"Bobo","Olamide","https://t.co/R3UXTeXCA4","Bobo - Olamide https://t.co/R3UXTeXCA4 #beats1"
2015-07-06 06:50:08,"Watch Me (Whip / Nae Nae)","Silento","https://t.co/F1Zlo2BGxe","Watch Me (Whip / Nae Nae) - Silento https://t.co/F1Zlo2BGxe #beats1"
2015-07-06 06:46:22,"Fight Song","Rachel Platten","https://t.co/bizKMEn9Et","Fight Song - Rachel Platten https://t.co/bizKMEn9Et #beats1"
2015-07-06 06:42:37,"Can't Feel My Face","The Weeknd","https://t.co/q5jNrBLMdm","Can't Feel My Face - The Weeknd https://t.co/q5jNrBLMdm #beats1"
2015-07-06 06:39:37,"Shut Up and Dance","WALK THE MOON","https://t.co/FerFaLReIj","Shut Up and Dance - WALK THE MOON https://t.co/FerFaLReIj #beats1"
2015-07-06 06:35:52,"Bye Bye","Cro","https://t.co/SUSQgI9Q2o","Bye Bye - Cro https://t.co/SUSQgI9Q2o #beats1"
2015-07-06 06:31:23,"See You Again (feat. Charlie Puth)","Wiz Khalifa","https://t.co/SsqppTSTjK","See You Again (feat. Charlie Puth) - Wiz Khalifa https://t.co/SsqppTSTjK #beats1"
2015-07-06 06:28:23,"Lean On (feat. MØ &amp; DJ Snake)","Major Lazer","https://t.co/e86nXaNRhI","Lean On (feat. MØ &amp; DJ Snake) - Major Lazer https://t.co/e86nXaNRhI #beats1"
2015-07-06 06:22:22,"Uptown Funk (feat. Bruno Mars)","Mark Ronson","https://t.co/1xtPVuysaP","Uptown Funk (feat. Bruno Mars) - Mark Ronson https://t.co/1xtPVuysaP #beats1"
2015-07-06 06:18:38,"Sugar Song and Bitter Step","UNISON SQUARE GARDEN","https://t.co/YnVoLTAsSE","Sugar Song and Bitter Step - UNISON SQUARE GARDEN https://t.co/YnVoLTAsSE #beats1"
2015-07-06 06:17:07,"Bad Blood (feat. Kendrick Lamar)","Taylor Swift","https://t.co/JNWOYie7i2","Bad Blood (feat. Kendrick Lamar) - Taylor Swift https://t.co/JNWOYie7i2 #beats1"
2015-07-06 06:12:38,"Trap Queen","Fetty Wap","https://t.co/OWRc7c13Gg","Trap Queen - Fetty Wap https://t.co/OWRc7c13Gg #beats1"
2015-07-06 06:10:22,"Good For You (feat. A$AP Rocky)","Selena Gomez","https://t.co/O0qUbiYdXK","Good For You (feat. A$AP Rocky) - Selena Gomez https://t.co/O0qUbiYdXK #beats1"
2015-07-06 06:05:11,"Girl Crush","Little Big Town","https://t.co/6TDVUPL8wC","Girl Crush - Little Big Town https://t.co/6TDVUPL8wC #beats1"
2015-07-06 06:01:27,"Not Letting Go (feat. Jess Glynne)","Tinie Tempah","https://t.co/GMjQQhYJVh","Not Letting Go (feat. Jess Glynne) - Tinie Tempah https://t.co/GMjQQhYJVh #beats1"
2015-07-06 06:00:37,"Cool for the Summer","Demi Lovato","https://t.co/ZUGMw3vEuV","Cool for the Summer - Demi Lovato https://t.co/ZUGMw3vEuV #beats1"
2015-07-06 05:56:51,"Itch","Nothing but Thieves","https://t.co/pBUiKl0ngA","Itch - Nothing but Thieves https://t.co/pBUiKl0ngA #beats1"
2015-07-06 05:53:07,"Seven Sisters","Real Lies","https://t.co/vAaY9YGpSt","Seven Sisters - Real Lies https://t.co/vAaY9YGpSt #beats1"
2015-07-06 05:50:07,"Stay in My Corner","The Arcs","https://t.co/Fgi3XezNfG","Stay in My Corner - The Arcs https://t.co/Fgi3XezNfG #beats1"
2015-07-06 05:47:54,"Song 2","Blur","https://t.co/YDNFDsqM03","Song 2 - Blur https://t.co/YDNFDsqM03 #beats1"
2015-07-06 05:44:53,"Ong Ong","Blur","https://t.co/2DQlr4uTPe","Ong Ong - Blur https://t.co/2DQlr4uTPe #beats1"
2015-07-06 05:40:21,"What Went Down","Foals","https://t.co/MnmFsUB4PZ","What Went Down - Foals https://t.co/MnmFsUB4PZ #beats1"
2015-07-06 05:37:20,"Pedestrian at Best","Courtney Barnett","https://t.co/VH1qO224JN","Pedestrian at Best - Courtney Barnett https://t.co/VH1qO224JN #beats1"
2015-07-06 05:32:52,"Time","Jungle","https://t.co/3eFGTNPW7y","Time - Jungle https://t.co/3eFGTNPW7y #beats1"
2015-07-06 05:28:21,"Everlong (Live)","Foo Fighters","https://t.co/jLgvEW5ZRp","Everlong (Live) - Foo Fighters https://t.co/jLgvEW5ZRp #beats1"
2015-07-06 05:25:20,"The Way You'd Love Her","Mac Demarco","https://t.co/1ifpyVdzLf","The Way You'd Love Her - Mac Demarco https://t.co/1ifpyVdzLf #beats1"
2015-07-06 05:20:51,"Annie","Neon Indian","https://t.co/DvpchYVtcO","Annie - Neon Indian https://t.co/DvpchYVtcO #beats1"
2015-07-06 05:17:51,"No No No","Beirut","https://t.co/h9aAHU5hcG","No No No - Beirut https://t.co/h9aAHU5hcG #beats1"
2015-07-06 05:14:51,"Nest","Young Fathers","https://t.co/hjeYYMPu4U","Nest - Young Fathers https://t.co/hjeYYMPu4U #beats1"
2015-07-06 05:13:21,"Mene","Brand New","https://t.co/T02xxGb3VQ","Mene - Brand New https://t.co/T02xxGb3VQ #beats1"
2015-07-06 05:10:20,"High","Royal Headache","https://t.co/S0cbTnEOAM","High - Royal Headache https://t.co/S0cbTnEOAM #beats1"
2015-07-06 05:07:21,"Figure It Out","Royal Blood","https://t.co/vEWZtlj6W0","Figure It Out - Royal Blood https://t.co/vEWZtlj6W0 #beats1"
2015-07-06 05:02:05,"Dancing in the Dark","Downtown Boys","https://t.co/HgK3bJd8VW","Dancing in the Dark - Downtown Boys https://t.co/HgK3bJd8VW #beats1"
2015-07-06 05:01:22,"King","Years &amp; Years","https://t.co/KOL85UkZn0","King - Years &amp; Years https://t.co/KOL85UkZn0 #beats1"
2015-07-06 04:57:35,"Abrasive","Ratatat","https://t.co/KCePcZf18s","Abrasive - Ratatat https://t.co/KCePcZf18s #beats1"
2015-07-06 04:53:04,"Loud Places (feat. Romy)","Jamie xx","https://t.co/bFnvFDIxSO","Loud Places (feat. Romy) - Jamie xx https://t.co/bFnvFDIxSO #beats1"
2015-07-06 04:48:35,"Don't Wanna Fight","Alabama Shakes","https://t.co/W1fdRGfVts","Don't Wanna Fight - Alabama Shakes https://t.co/W1fdRGfVts #beats1"
2015-07-06 04:45:35,"Without You","Tobias Jesso Jr.","https://t.co/omsKGAu3gD","Without You - Tobias Jesso Jr. https://t.co/omsKGAu3gD #beats1"
2015-07-06 04:42:35,"Idk How","Angelic Milk","https://t.co/wmNnpT3qrI","Idk How - Angelic Milk https://t.co/wmNnpT3qrI #beats1"
2015-07-06 04:40:19,"You're a Germ","Wolf Alice","https://t.co/PnR9QqrFIu","You're a Germ - Wolf Alice https://t.co/PnR9QqrFIu #beats1"
2015-07-06 04:36:36,"E","Pro","https://t.co/Sm24hKSlTz","E-Pro - Beck https://t.co/Sm24hKSlTz #beats1"
2015-07-06 04:32:04,"Dreams","Beck","https://t.co/AyQGWKitnm","Dreams - Beck https://t.co/AyQGWKitnm #beats1"
2015-07-06 04:29:49,"Cheer Up London","Slaves",NA,"Cheer Up London - Slaves #beats1"
2015-07-06 04:24:38,"Eventually","Tame Impala","https://t.co/K9k9NrBSDG","Eventually - Tame Impala https://t.co/K9k9NrBSDG #beats1"
2015-07-06 04:20:48,"Lady's In Trouble with the Law","LA Priest","https://t.co/socLKtGUrD","Lady's In Trouble with the Law - LA Priest https://t.co/socLKtGUrD #beats1"
2015-07-06 04:16:18,"Mercy","Muse","https://t.co/StYc1WAmS2","Mercy - Muse https://t.co/StYc1WAmS2 #beats1"
2015-07-06 04:13:18,"Trying","Bully","https://t.co/LehEmW8obc","Trying - Bully https://t.co/LehEmW8obc #beats1"
2015-07-06 04:08:48,"Multi","Love","https://t.co/lVJOpR1mVD","Multi-Love - Unknown Mortal Orchestra https://t.co/lVJOpR1mVD #beats1"
2015-07-06 04:05:48,"Left 4 Dead","RAT BOY","https://t.co/wklEO6dLXg","Left 4 Dead - RAT BOY https://t.co/wklEO6dLXg #beats1"
2015-07-06 04:02:04,"Ship To Wreck","Florence + The Machine","https://t.co/E3eqB2NVJg","Ship To Wreck - Florence + The Machine https://t.co/E3eqB2NVJg #beats1"
2015-07-06 03:58:19,"On a Ragga Tip '97 (Original Mix)","SL2","https://t.co/Y4HEIRoa9Q","On a Ragga Tip '97 (Original Mix) - SL2 https://t.co/Y4HEIRoa9Q #beats1"
2015-07-06 03:53:48,"All We Do","Oh Wonder","https://t.co/fNAXtSE3uj","All We Do - Oh Wonder https://t.co/fNAXtSE3uj #beats1"
2015-07-06 03:50:03,"Your Drums, Your Love","AlunaGeorge","https://t.co/IqlRkqhudI","Your Drums, Your Love - AlunaGeorge https://t.co/IqlRkqhudI #beats1"
2015-07-06 03:47:03,"Poison","Vaults","https://t.co/lMNTvm9Ejn","Poison - Vaults https://t.co/lMNTvm9Ejn #beats1"
2015-07-06 03:43:18,"Keep Her Close","Odesza",NA,"Keep Her Close - Odesza #beats1"
2015-07-06 03:39:33,"Go (feat. Blood Diamonds)","Grimes","https://t.co/YthLMXwC1O","Go (feat. Blood Diamonds) - Grimes https://t.co/YthLMXwC1O #beats1"
2015-07-06 03:34:19,"Set You Free (Original Mix)","N","https://t.co/X2WtY4ZVfk","Set You Free (Original Mix) - N-Trance https://t.co/X2WtY4ZVfk #beats1"
2015-07-06 03:30:32,"Renegade Master","Wildchild","https://t.co/M11XRhF5PA","Renegade Master - Wildchild https://t.co/M11XRhF5PA #beats1"
2015-07-06 03:26:48,"For You","Fyfe","https://t.co/UvOCYsTU8r","For You - Fyfe https://t.co/UvOCYsTU8r #beats1"
2015-07-06 03:23:03,"Forest Fires","Axel Flovent","https://t.co/HTIidufIvh","Forest Fires - Axel Flovent https://t.co/HTIidufIvh #beats1"
2015-07-06 03:19:18,"Intro","alt","https://t.co/jIgVYVSzEg","Intro - alt-J https://t.co/jIgVYVSzEg #beats1"
2015-07-06 03:14:03,"Nobody Else (Sebastian Carter Remix)","Full Crate x Mar","https://t.co/pf2QL0e4Bf","Nobody Else (Sebastian Carter Remix) - Full Crate x Mar https://t.co/pf2QL0e4Bf #beats1"
2015-07-06 03:11:02,"Runaway (U &amp; I)","Galantis","https://t.co/808UIXuyoh","Runaway (U &amp; I) - Galantis https://t.co/808UIXuyoh #beats1"
2015-07-06 03:06:32,"Rebound (feat. elkka)","Flosstradamus","https://t.co/xKtoISrrmv","Rebound (feat. elkka) - Flosstradamus https://t.co/xKtoISrrmv #beats1"
2015-07-06 03:02:47,"Luna","Bombay Bicycle Club","https://t.co/Llri2fpcua","Luna - Bombay Bicycle Club https://t.co/Llri2fpcua #beats1"
2015-07-06 02:59:02,"City","Spring King","https://t.co/Wlb3eyfgpI","City - Spring King https://t.co/Wlb3eyfgpI #beats1"
2015-07-06 02:55:17,"Can't Feel My Face","The Weeknd","https://t.co/q5jNrBLMdm","Can't Feel My Face - The Weeknd https://t.co/q5jNrBLMdm #beats1"
2015-07-06 02:51:31,"Real Joy","Fono","https://t.co/01d2pW2JqJ","Real Joy - Fono https://t.co/01d2pW2JqJ #beats1"
2015-07-06 02:47:02,"Know Yourself","Drake","https://t.co/fMjQQ2Zltu","Know Yourself - Drake https://t.co/fMjQQ2Zltu #beats1"
2015-07-06 02:42:31,"Latch (feat. Sam Smith)","Disclosure","https://t.co/rL9uZz1sf6","Latch (feat. Sam Smith) - Disclosure https://t.co/rL9uZz1sf6 #beats1"
2015-07-06 02:38:47,"Pedestrian at Best","Courtney Barnett","https://t.co/VH1qO224JN","Pedestrian at Best - Courtney Barnett https://t.co/VH1qO224JN #beats1"
2015-07-06 02:35:48,"Bad Blood (feat. Kendrick Lamar)","Taylor Swift","https://t.co/JNWOYie7i2","Bad Blood (feat. Kendrick Lamar) - Taylor Swift https://t.co/JNWOYie7i2 #beats1"
2015-07-06 02:32:46,"Silent Movies","Madisen Ward and the Mama Bear","https://t.co/pVJrVIwPEB","Silent Movies - Madisen Ward and the Mama Bear https://t.co/pVJrVIwPEB #beats1"
2015-07-06 02:29:00,"Left Hand Free","alt","https://t.co/SnEu4r4yIt","Left Hand Free - alt-J https://t.co/SnEu4r4yIt #beats1"
2015-07-06 02:24:31,"Firestone (feat. Conrad Sewell)","Kygo","https://t.co/rXnfJNvmAd","Firestone (feat. Conrad Sewell) - Kygo https://t.co/rXnfJNvmAd #beats1"
2015-07-06 02:21:34,"Here","Alessia Cara","https://t.co/RdMDga4k3i","Here - Alessia Cara https://t.co/RdMDga4k3i #beats1"
2015-07-06 02:17:46,"Alright","Kendrick Lamar","https://t.co/8mQmxY8fws","Alright - Kendrick Lamar https://t.co/8mQmxY8fws #beats1"
2015-07-06 02:14:46,"Trap Queen","Fetty Wap","https://t.co/OWRc7c13Gg","Trap Queen - Fetty Wap https://t.co/OWRc7c13Gg #beats1"
2015-07-06 02:09:30,"Gosh","Jamie xx","https://t.co/jxxtiKbzpG","Gosh - Jamie xx https://t.co/jxxtiKbzpG #beats1"
